ID,Name,KG,For Sale,Sale Price,Fert/Day,Rarity,# Traits,Rarest Trait,Head,Neck,Torso,Feet,Tail,Body,Trim,Background,Lore,Flavour,Rank,Score,Floor Price,Last Price,Roosted
4394,,25,False,0,54,rare,4,elite,,,Spelunker,,Hydra,Nightstalker Blue,,Turquoisey,,,1253,370.04,55,12,True
4395,,25,False,0,54,common,4,nice,,,Big Ol' Corn Cob,Iron Claw,,Snow White,,Royale,,,10202,108.63,35,5,True
4396,,17,False,0,38,nice,6,nice,Dirty Bird,Red Bowtie,The Key,Golden Feet,,Frog Green,,Solana,,,5269,196.55,42,5.1,True
4397,,27,False,0,58,common,3,Common,3D Specs,,,,,Snow White,,Turquoisey,,,11459,80.98,35,7.5,True
4398,,57,False,0,118,common,5,nice,,a little rag,Hoops,Celestial Feet,,Snow White,,Plum,,,9242,127.37,35,5.6,True
4399,,40,False,0,84,rare,5,legendary,Hipster,Purple Bowtie,,Croqs,,Snow White,,Vaporwave Glitch,,,1349,360.92,55,11,True
4400,,17,False,0,38,nice,6,rare,Rosebud,Sash,Banger,Red Feet,,Frog Green,,Plum,,,4477,214.42,42,5.1,True
4401,,27,False,0,58,nice,3,legendary,,,Grande LeCoq,,,Nightstalker Blue,,Turquoisey,,,4012,226.55,42,6,True
4402,,5,False,0,14,nice,6,elite,PermaBull,Joseph Drip,Katana,Red Stilettos,,Snow White,,Miami,,,3188,254.23,42,6.99,True
4403,,22,False,0,48,common,3,rare,Green Comb,,,,,Snow White,,Vibe,,,11515,78.66,35,35.25,True
4404,,2,False,0,8,common,5,elite,Golden Comb,Shoulder Armour,,Red Stilettos,,Snow White,,Tangerine,,,7570,154.79,35,5,False
4405,,25,False,0,54,common,5,rare,3D Specs,,Bone,Red Feet,,Passion Red,,Turquoisey,,,6955,164.38,35,7,True
4406,,19,False,0,42,rare,5,elite,Green Comb,Gwei Guzzler,,,Sword Tail,Mutant Purple,,Royale,,,1593,343.13,55,6.8,True
4407,,20,False,0,44,nice,4,elite,,Joseph Drip,,Greaves,,Nightstalker Blue,,Vaporwave,,,4750,208.07,42,9.69,True
4408,,3,True,41,10,common,4,nice,Gentleman's Pipe,,Gainz,,,Nightstalker Blue,,Cornhusk,,,8650,137.24,35,5,True
4409,,28,False,0,60,common,2,nice,,,,,,Nightstalker Blue,,Solana,,,7395,157.51,35,12,True
4410,,10,False,0,24,rare,7,elite,Laser Eye,Make a Wish,Floppy Disk,Red Stilettos,,Passion Red,Black Trim,Solana,,,1619,341.59,55,7.4,True
4411,,19,False,0,42,common,5,nice,Green Comb,,Sword,,,Passion Red,Blue Trim,Cornhusk,,,8053,146.9,35,5,True
4412,,32,False,0,68,common,5,rare,,Joseph Drip,Starfish,Croqs,,Snow White,,Cornhusk,,,8488,139.86,35,5.7,True
4413,,1,False,0,1,common,5,elite,Gentleman's Pipe,,9-iron,Red Stilettos,,Snow White,,Periwinkle,,,6518,172.36,35,5,False
4414,,26,True,200,56,nice,5,elite,Batter-Up,Sash,,Green Feet,,Obsidian,,Field,,,4178,221.4,42,7.99,True
4415,,23,False,0,50,nice,6,rare,Gentleman's Pipe,Lei,Zippo,All Stars,,Mutant Purple,,Cornhusk,,,4974,202.78,42,16,True
4416,,46,False,0,96,nice,4,legendary,,,Breastplate,Rugged,,Obsidian,,Plum,,,2835,270.09,42,20,True
4417,,34,False,0,72,common,5,Common,Beanie,,,Green Feet,Smokestack,Snow White,,Turquoisey,,,8176,144.82,35,5,True
4418,,27,False,0,58,common,5,elite,Cap,,,Greaves,Gas Guzzler,Snow White,,Venus,,,6206,178.2,35,5,True
4419,,32,False,0,68,legendary,7,legendary,Samurai,Stethoscope,CD-RW,Red Feet,Big Mama Fat Pipes,Snow White,,Field Glitch,,,213,551.81,130,33,True
4420,,20,False,0,44,common,4,elite,SuperVillain,Joseph Drip,,,,Frog Green,,Cornhusk,,,6597,170.81,35,8.45,True
4421,,43,False,0,90,common,3,rare,,,Not Football,,,Passion Red,,Vermillion,,,9620,120.36,35,14,True
4422,,13,False,0,30,nice,5,elite,Cap,Bone Necklace,,Black Stilettos,,Passion Red,,Atlantis,,,4372,216.92,42,5.379,True
4423,,26,False,0,56,common,3,rare,,,,Green Feet,,Mutant Purple,,Cornhusk,,,11984,50.25,35,5.8,True
4424,,22,False,0,48,nice,4,elite,Golden Bone Daddy,,,Green Feet,,Passion Red,,Vermillion,,,5108,200.02,42,5.1,True
4425,,10,False,0,24,elite,8,legendary,Cap,Sash,Grande LeCoq,Iron Claw,chikn Jockey,Nightstalker Blue,Black Trim,Miami,,,499,466.32,72,35,True
4426,,24,False,0,52,rare,5,legendary,Purple Comb,,Doctor Coq,Spurs,,Snow White,,Cornhusk,,,1914,321.02,55,12,True
4427,,15,False,0,34,nice,5,elite,Green Comb,Stop Loss,Starfish,,,Mutant Purple,,Galactic,,,3288,249.73,42,5,True
4428,,37,False,0,78,nice,5,elite,Roodboi Rootie,,Starfish,Green Feet,,Snow White,,Vulcan,,,4913,203.96,42,16,True
4429,,16,False,0,36,common,5,elite,Sesh Hat,,Gainz,Spurs,,Snow White,,Vermillion,,,7040,162.92,35,4.74,True
4430,,19,False,0,42,common,5,elite,Happy Birthday,Clockchain,,Croqs,,Snow White,,Royale,,,7770,151.48,35,7,True
4431,,28,False,0,60,nice,5,rare,Chrome Dome,Red Bowtie,Avax Banger,,,Nightstalker Blue,,Vibe,,,5435,193.22,42,9,True
4432,,20,False,0,44,nice,5,elite,Laser Eye,Purple Bowtie,,Golden Feet,,Passion Red,,Galactic Glitch,,,2628,280.65,42,7.69,True
4433,Su Zhupercycle,122,False,0,248,unique,8,unique,?,?,?,?,?,?,?,?,"""Those who do not manage their risk will have the market manage it for them""

-Su Zhu",Believe in something even if it means sacrificing everything.,1,96000,6500,188,True
4434,,26,False,0,56,rare,7,rare,Coachella,Lei,Hoops,Red Feet,Sword Tail,Snow White,,Plum,,,1385,358.3,55,8,True
4435,,2,False,0,8,common,5,elite,Snorkel,Clockchain,,Golden Feet,,Snow White,,Periwinkle,,,8204,144.42,35,4.99,True
4436,,15,False,0,34,common,4,Common,3D Specs,Stethoscope,,,,Nightstalker Blue,,Periwinkle,,,10407,105.67,35,4.7,True
4437,,35,False,0,74,rare,5,elite,Grandpa,Bone Necklace,Tweed,,,Nightstalker Blue,,Turquoisey,,,2084,309.79,55,8,True
4438,,27,False,0,58,common,5,rare,Celestial Comb,,Sword,Buckaroo,,Snow White,,Vibe,,,7858,149.99,35,5,True
4439,,37,False,0,78,common,4,nice,,,Hoops,Green Feet,,Snow White,,Cornhusk,,,10814,97.78,35,6,True
4440,,10,False,0,24,nice,6,elite,3D Specs,a little rag,Omelette,Iron Claw,,Snow White,,Drummies,,,4341,217.47,42,5.19,False
4441,,52,False,0,108,common,4,rare,Samurai,Purple Bowtie,,,,Mutant Purple,,Plum,,,8610,137.89,35,6.55,True
4442,,27,False,0,58,common,4,rare,Snorkel,Red Bowtie,,,,Snow White,,Vibe,,,9166,128.78,35,5.1,True
4443,,1,False,0,1,common,5,rare,,Purple Bowtie,Spork,Sneaker Head,,Snow White,,Venus,,,8291,143.09,35,7,True
4444,,24,False,0,52,common,4,nice,Green Comb,,,Green Feet,,Passion Red,,Turquoisey,,,11686,71.69,35,0,True
4445,,19,False,0,42,elite,7,elite,Batter-Up,Shoulder Armour,Breastplate,Spurs,,Passion Red,Atlantis Trim,Tangerine,,,314,513.86,72,35,True
4446,,27,False,0,58,nice,5,elite,,Red Bowtie,Hendrix,Spurs,,Snow White,,Field,,,4375,216.85,42,8.99,True
4447,,32,False,0,68,common,4,rare,Rosebud,Purple Bowtie,,,,Snow White,,Royale,,,8084,146.2,35,4.8,True
4448,,18,False,0,40,common,3,elite,,,,Spurs,,Nightstalker Blue,,Tangerine,,,11792,65.67,35,6.95,True
4449,,32,False,0,68,common,2,nice,,,,,,Snow White,,Venus,,,7719,152.41,35,55,True
4450,,10,False,0,24,common,3,nice,Snorkel,,,,,Snow White,,Tangerine,,,10998,94.17,35,4.99,True
4451,,30,False,0,64,common,5,elite,,Purple Bowtie,Zippo,Spurs,,Snow White,,Royale,,,7659,153.39,35,4.97,True
4452,,30,False,0,64,common,6,Common,Coachella,Purple Bowtie,Spork,Green Feet,,Snow White,,Periwinkle,,,6483,173.12,35,4.97,True
4453,,23,False,0,50,common,5,rare,Construction Helmet,,,All Stars,Smokestack,Nightstalker Blue,,Vermillion,,,6499,172.77,35,4.98,True
4454,,51,False,0,106,rare,3,elite,Plague Doctor,,,,,Snow White,,Vaporwave,,,2298,297.67,55,20,True
4455,,38,False,0,80,common,5,elite,Purple Comb,Stethoscope,,Greaves,,Mutant Purple,,Cornhusk,,,9528,122.19,35,5,True
4456,,39,False,0,82,common,3,elite,,,,Blue Timbs,,Snow White,,Plum,,,11843,63.47,35,7.99,True
4457,,32,False,0,68,common,5,rare,,Bone Necklace,Toot-Toot,Green Feet,,Mutant Purple,,Cornhusk,,,8785,135.03,35,5,True
4458,,34,False,0,72,elite,7,elite,Mullet,a little rag,CD-RW,Green Feet,Sword Tail,Mutant Purple,,Vaporwave,,,533,459.2,72,11.5,True
4459,,25,False,0,54,common,2,rare,,,,,,Midnight,,Plum,,,7622,154.01,35,5,True
4460,,36,False,0,76,common,5,nice,Cap,,CD-RW,Buckaroo,,Snow White,,Plum,,,8029,147.24,35,12,True
4461,,17,False,0,38,common,5,nice,Happy Birthday,,,Red Feet,,Snow White,Blue Trim,Tangerine,,,9143,129.11,35,3,True
4462,,39,False,0,82,common,3,rare,Celestial Comb,,,,,Passion Red,,Vibe,,,11254,87.69,35,6.35,True
4463,,24,False,0,52,nice,4,legendary,Celestial Comb,,,Buckaroo,,Snow White,,Vaporwave Glitch,,,3265,250.9,42,5.77,True
4464,,12,False,0,28,nice,6,elite,Purple Comb,Coq Tags,Zippo,Buckaroo,,Bullion,,Solana,,,4181,221.34,42,6.1,True
4465,,30,False,0,64,common,5,elite,Golden Comb,Make a Wish,,Spurs,,Mutant Purple,,Turquoisey,,,9020,131.34,35,8,True
4466,,24,False,0,52,common,4,elite,,Prized Coq,,Spurs,,Mutant Purple,,Miami,,,10739,99.06,35,13.4,True
4467,,22,False,0,48,nice,4,legendary,,,Love Balloon,Golden Greaves,,Passion Red,,Venus,,,5865,184.96,42,5.19,True
4468,,1,False,0,1,elite,7,elite,Roodboi Rootie,Stethoscope,Shovel,Spurs,Big Mama Fat Pipes,Snow White,,Atlantis,,,832,412.21,72,13,False
4469,,23,False,0,50,nice,4,elite,SuperVillain,,Boombox,,,Nightstalker Blue,,Plum,,,3968,227.81,42,9.1,True
4470,Larry Bird,38,False,0,80,common,3,nice,,,Hoops,,,Snow White,,Plum,,,11077,92.38,35,5,True
4471,,38,False,0,80,common,3,nice,,Purple Bowtie,,,,Snow White,,Royale,,,11760,67.04,35,5,True
4472,,44,False,0,92,common,5,nice,Sesh Hat,,Gainz,Iron Claw,,Snow White,,Vermillion,,,7144,161.16,35,7,True
4473,,30,False,0,64,nice,4,elite,,Bitcoin Maxi,CD-RW,,,Nightstalker Blue,,Tangerine,,,5636,188.93,42,7.5,True
4474,,24,False,0,52,common,4,rare,Grandpa,,,Golden Feet,,Passion Red,,Cornhusk,,,10314,106.78,35,14.5,True
4475,,31,False,0,66,common,4,nice,3D Specs,,Gainz,,,Passion Red,,Turquoisey,,,8669,136.8,35,6.5,True
4476,,32,False,0,68,nice,4,elite,Templar,,Shield,,,Snow White,,Royale,,,5162,199,42,10,True
4477,,32,False,0,68,rare,5,elite,Roodboi Rootie,,Kevlar,Sneaker Head,,Passion Red,,Royale,,,2263,300.31,55,12.4,True
4478,,39,False,0,82,rare,8,elite,PermaBull,Lei,Shovel,Black Stilettos,Gas Guzzler,Frog Green,Avax Trim,Turquoisey,,,1374,358.97,55,7.77,True
4479,"Sir Galahen, the Pure",41,False,0,86,elite,5,legendary,Hole in One,,Fancy Sword,Greaves,,Snow White,,Cornhusk,,,684,430.14,72,28,True
4480,,17,False,0,38,common,3,nice,Coqpit Commander,,,,,Passion Red,,Tangerine,,,10702,99.88,35,7.2,True
4481,,27,False,0,58,nice,5,elite,OASIS,Chick Magnet,,Red Feet,,Snow White,,Solana,,,4225,220.27,42,7.25,True
4482,,24,False,0,52,common,3,elite,,,Spelunker,,,Passion Red,,Drummies,,,9492,122.82,35,8.9,True
4483,,28,False,0,60,elite,7,elite,Sesh Hat,Make a Wish,White T-Shirt,Blue Timbs,WhaleGod,Snow White,,Vermillion,,,259,535.17,72,104.5,True
4484,,30,False,0,64,common,3,rare,,,Avax Banger,,,Mutant Purple,,Miami,,,9896,114.33,35,7.6,True
4485,,27,False,0,58,rare,6,legendary,Gentlechikn,Coq Maxi,Sword,Red Feet,,Passion Red,,Tangerine,,,1119,382.1,55,15.69,True
4486,,26,False,0,56,nice,5,elite,Golden Comb,,Bone,Sneaker Head,,Obsidian,,Venus,,,5483,192.25,42,21.99,True
4487,,22,False,0,48,common,3,rare,Sombrero,,,,,Frog Green,,Periwinkle,,,9219,127.83,35,2.99,True
4488,Trumpr,49,False,0,102,common,5,nice,Golden Comb,,Toot-Toot,Croqs,,Frog Green,,Solana,,,7764,151.56,35,2.98,True
4489,,2,False,0,8,nice,4,elite,SuperVillain,,Shield,,,Snow White,,Periwinkle,,,5855,185.1,42,4.9,True
4490,Bokchilles,45,False,0,94,common,3,legendary,,,,Golden Greaves,,Frog Green,,Cornhusk,,,10063,111.33,35,9.8,True
4491,,31,False,0,66,common,4,elite,Celestial Comb,Sash,,,,Mutant Purple,,Vulcan,,,8130,145.52,35,8,True
4492,,36,False,0,76,rare,5,elite,,,Kevlar,Celestial Feet,Big Mama Fat Pipes,Snow White,,Plum,,,991,393.31,55,9.78,True
4493,,26,False,0,56,nice,4,elite,,,,Black Stilettos,,Snow White,Black Trim,Vaporwave,,,5141,199.28,42,13.5,True
4494,,31,False,0,66,common,4,rare,Grandpa,,,Red Feet,,Nightstalker Blue,,Periwinkle,,,10518,103.66,35,2.88,True
4495,,29,False,0,62,nice,5,elite,,Coq Tags,Saddle,Iron Claw,,Nightstalker Blue,,Turquoisey,,,5916,183.89,42,7.4,True
4496,Eggon the Conqueror,98,False,0,200,elite,7,elite,Golden Bone Daddy,Coq Tags,Sword,Ball'n Chain,,Mutant Purple,Vulcan Trim,Vulcan,"Archduke of The Other Side, an arcane shadow realm beyond the Realm of Hen","I crossed, I clucked, I conquered",310,515.74,72,34.99,True
4497,,49,False,0,102,rare,5,legendary,Laser Eye,Avax Degen,,Golden Greaves,,Snow White,,Turquoisey,,,982,394.3,55,10.88,True
4498,,21,False,0,46,nice,6,elite,Laser Eye,Clockchain,A Fresh Baguette,Black Stilettos,,Snow White,,Plum,,,4064,224.72,42,8,True
4499,,8,False,0,20,common,5,rare,Gentleman's Pipe,,Shield,Ball'n Chain,,Snow White,,Turquoisey,,,7434,156.96,35,5.88,True
4500,,31,False,0,66,nice,4,legendary,,Joseph Drip,,All Stars,,Nightstalker Blue,,Vaporwave Glitch,,,2888,267.71,42,6.6,True
4501,,24,False,0,52,nice,5,rare,,a little rag,Lord Quas,,Gas Guzzler,Mutant Purple,,Field,,,5261,196.72,42,4.3,True
4502,Smokn Bonez,17,False,0,38,common,4,rare,Dirty Bird,Bone Necklace,,,,Snow White,,Periwinkle,,,9654,119.61,35,7.65,True
4503,,20,False,0,44,common,4,elite,,a little rag,,Greaves,,Passion Red,,Plum,,,10651,100.85,35,5.94,True
4504,,26,False,0,56,common,3,Common,,,,Celestial Feet,,Nightstalker Blue,,Periwinkle,,,11964,52.78,35,20,True
4505,,19,False,0,42,nice,6,rare,Laser Eye,Sash,Fresh Fish,Golden Feet,,Passion Red,,Turquoisey,,,5355,194.55,42,4.3,True
4506,,41,False,0,86,nice,6,elite,Celestial Comb,Purple Bowtie,Big Ol' Corn Cob,Greaves,,Passion Red,,Venus,,,4931,203.61,42,8,True
4507,,31,False,0,66,rare,4,legendary,,,Snib Snibs,Iron Claw,,Mutant Purple,,Periwinkle,,,1475,350.73,55,8.8,True
4508,,25,False,0,54,common,4,elite,Hipster,,,Croqs,,Snow White,,Tangerine,,,6745,168.06,35,7.7,True
4509,,22,False,0,48,common,4,rare,3D Specs,,,All Stars,,Mutant Purple,,Plum,,,10596,102.18,35,0,True
4510,,18,False,0,40,common,5,rare,Cap,,Banjo,Celestial Feet,,Snow White,,Cornhusk,,,6766,167.63,35,7,True
4511,,43,False,0,90,common,5,elite,Green Comb,,Spork,Buckaroo,,Bullion,,Plum,,,7614,154.12,35,9,True
4512,,24,False,0,52,nice,3,elite,,,Human Growth Hormones,,,Midnight,,Venus,,,3744,234.75,42,9,True
4513,,25,False,0,54,common,5,rare,Construction Helmet,,Lord Quas,Celestial Feet,,Snow White,,Tangerine,,,6699,168.86,35,6,True
4514,,24,False,0,52,common,4,nice,3D Specs,,Sword,,,Snow White,,Tangerine,,,8724,136.15,35,6.45,True
4515,,29,True,1000,62,rare,5,legendary,Robocoq,Lei,,Green Feet,,Midnight,,Venus,,,1085,384.68,55,9.9,True
4516,,31,False,0,66,common,5,elite,Celestial Comb,,Spelunker,Black Stilettos,,Passion Red,,Turquoisey,,,7382,157.68,35,2.98,True
4517,,27,False,0,58,common,4,rare,Beret,,Banjo,,,Nightstalker Blue,,Vermillion,,,6472,173.38,35,7.8,True
4518,,23,False,0,50,elite,6,elite,CRT,a little rag,,Black Stilettos,Gas Guzzler,Nightstalker Blue,,Vermillion,,,932,399.9,72,17.5,True
4519,Bandit,37,False,0,78,nice,6,rare,Woody,Stop Loss,Banjo,Sneaker Head,,Snow White,,Vibe,,,3292,249.52,42,11.66666,True
4520,,28,False,0,60,rare,7,elite,Chrome Dome,Clockchain,Zippo,Celestial Feet,Foliage,Mutant Purple,,Plum,,,1270,368.71,55,9.5,True
4521,Palitos de Pescado Bellegrini,33,False,0,70,rare,4,elite,Gentlechikn,,GoldFish,,,Frog Green,,Vaporwave,"As a young Paisa, Palitos aka Dos Dedos discovered a trick called ""The Midas Touch"". He became a lover not a fighter, but can still pound 👊",Every fish fingered turns to golden shower,1941,319.25,55,9.19,True
4522,,10,False,0,24,elite,6,legendary,Fez,,Golden Breastplate,All Stars,Foliage,Snow White,,Solana,,,337,506.79,72,17.59,True
4523,Uncle Bok,30,False,0,64,rare,5,legendary,Beret,,Dad Shirt,All Stars,,Nightstalker Blue,,Turquoisey,,,2015,314.56,55,9.88,True
4524,,27,False,0,58,nice,6,elite,Hipster,,Spelunker,Blue Timbs,chikn Jockey,Obsidian,,Cornhusk,,,2436,289.55,42,11,True
4525,,17,False,0,38,nice,4,elite,Quarterback,,,Golden Feet,,Snow White,,Turquoisey,,,4009,226.64,42,5,True
4526,,6,False,0,16,nice,6,rare,Construction Helmet,,The Key,Celestial Feet,Gas Guzzler,Frog Green,,Turquoisey,,,4657,209.91,42,7,False
4527,,25,False,0,54,common,4,elite,,,Saddle,Buckaroo,,Frog Green,,Periwinkle,,,7377,157.72,35,13.5,True
4528,,11,True,130,26,legendary,5,legendary,Green Party Hat,Chick Magnet,Tweed,,,Obsidian,,Turquoisey,,,219,549.6,130,100,True
4529,,4,False,0,12,nice,5,elite,Snorkel,,Bone,Red Stilettos,,Snow White,,Cornhusk,,,5158,199.05,42,6.2,True
4530,,29,False,0,62,common,4,rare,Chrome Dome,,,Celestial Feet,,Snow White,,Vermillion,,,10426,105.42,35,6.38,True
4531,,27,False,0,58,nice,6,elite,Cap,Make a Wish,Toot-Toot,Blue Timbs,,Obsidian,,Periwinkle,,,4188,221.2,42,6.38,True
4532,,29,False,0,62,nice,6,legendary,Sunnies,Red Bowtie,Starfish,Rugged,,Snow White,,Tangerine,,,2887,267.74,42,6.38,True
4533,,28,False,0,60,nice,4,rare,Chef,,,,Royal Flush,Nightstalker Blue,,Tangerine,,,3163,255.12,42,5,True
4534,,25,False,0,54,nice,4,elite,Templar,,,Blue Timbs,,Passion Red,,Atlantis,,,4234,220.07,42,4.3,True
4535,,9,False,0,22,nice,6,elite,Snorkel,Stethoscope,Saddle,,chikn Jockey,Snow White,,Cornhusk,,,3143,255.92,42,3.33,True
4536,,2,False,0,8,nice,5,legendary,PermaBull,Sash,,Rugged,,Passion Red,,Periwinkle,,,4689,209.32,42,8,True
4537,,31,False,0,66,rare,5,legendary,SuperVillain,Joseph Drip,,Spurs,,Snow White,,Vaporwave Glitch,,,1368,359.78,55,15,True
4538,,26,False,0,56,nice,6,elite,Winterproof,Clockchain,Katana,Croqs,,Midnight,,Miami,,,3405,245.3,42,4.4,True
4539,,19,False,0,42,nice,5,elite,Green Comb,Bandolier,Boombox,,,Passion Red,,Cornhusk,,,5386,194.07,42,7.7,True
4540,,55,False,0,114,elite,5,legendary,Golden Bone Daddy,,Snip Snips,,,Frog Green,Avax Trim,Royale,,,792,416.27,72,14.9,True
4541,,15,False,0,34,nice,5,elite,Sesh Hat,Chick Magnet,,Sneaker Head,,Mutant Purple,,Atlantis,,,4704,209.03,42,4.58,True
4542,Grave Digger,36,False,0,76,nice,6,elite,Sunnies,Purple Bowtie,Shovel,Blue Timbs,,Obsidian,,Periwinkle,,,4258,219.47,42,5.38,True
4543,,1,False,0,1,nice,4,elite,Batter-Up,,,Red Stilettos,,Passion Red,,Tangerine,,,5560,190.63,42,6.38,False
4544,,42,False,0,88,nice,5,legendary,Rosebud,,Toot-Toot,Rugged,,Passion Red,,Periwinkle,,,3102,258.27,42,6.38,True
4545,,8,False,0,20,nice,7,elite,Celestial Comb,Clockchain,Toot-Toot,Buckaroo,Smokestack,Passion Red,,Plum,,,3371,246.48,42,0,True
4546,,8,False,0,20,nice,6,nice,Coqpit Commander,Stethoscope,Lord Quas,Celestial Feet,,Snow White,,Vermillion,,,5523,191.5,42,0,True
4547,,26,True,155,56,rare,6,elite,Coqpit Commander,,Saddle,Golden Feet,Royal Flush,Nightstalker Blue,,Solana,,,1073,386.07,55,18,True
4548,,19,False,0,42,nice,4,elite,,Purple Bowtie,Play Boy,,,Frog Green,,Vibe,,,3148,255.78,42,0,True
4549,,18,False,0,40,nice,6,elite,,Chick Magnet,Zippo,Iron Claw,Gas Guzzler,Snow White,,Turquoisey,,,4299,218.35,42,0,True
4550,,16,False,0,36,nice,6,rare,Happy Birthday,Joseph Drip,Zippo,Golden Feet,,Nightstalker Blue,,Turquoisey,,,4521,213.11,42,0,True
4551,,17,False,0,38,nice,5,legendary,Chef,,CD-RW,Golden Greaves,,Snow White,,Cornhusk,,,4513,213.34,42,7.5,True
4552,,32,False,0,68,nice,5,elite,Beret,,The Key,Spurs,,Midnight,,Field,,,5090,200.23,42,11.5,True
4553,,28,False,0,60,rare,6,legendary,Beret,,Saddle,Golden Greaves,,Mutant Purple,Blue Trim,Plum,,,2213,303.53,55,9,True
4554,,25,False,0,54,nice,4,legendary,Batter-Up,,Banjo,,,Celestial,,Plum,,,2667,278.17,42,6.5,True
4555,Lucas,34,False,0,72,nice,5,rare,Roodboi Rootie,,Big Ol' Corn Cob,Red Feet,,Passion Red,,Farm,,,5988,182.44,42,0,True
4556,,34,False,0,72,rare,8,rare,Sunnies,Lei,Sword,Buckaroo,Smokestack,Nightstalker Blue,Avax Trim,Cornhusk,,,1577,344.26,55,0,True
4557,,26,False,0,56,rare,5,elite,,Lei,,Buckaroo,WhaleGod,Snow White,,Cornhusk,,,2139,307.04,55,10.9,True
4558,,23,False,0,50,rare,4,elite,Golden Templar,Red Bowtie,,,,Nightstalker Blue,,Solana,,,2329,296.25,55,7.88,True
4559,,32,False,0,68,rare,3,legendary,,,Snib Snibs,,,Frog Green,,Plum,,,1662,337.24,55,12.5,True
4560,,22,False,0,48,rare,5,elite,Gentleman's Pipe,,9-iron,Spurs,,Snow White,,Galactic Glitch,,,2185,304.99,55,7,False
4561,,13,False,0,30,elite,6,legendary,Panic Buy,Clockchain,Zippo,All Stars,,Snow White,,Periwinkle,,,534,458.57,72,18.3,True
4562,,22,False,0,48,rare,4,legendary,,,Dad Shirt,Red Stilettos,,Snow White,,Miami,,,2270,299.72,55,6.99,True
4563,,25,False,0,54,rare,5,legendary,Plague Doctor,,A Fresh Baguette,Golden Greaves,,Nightstalker Blue,,Farm,,,1411,355.65,55,7,True
4564,,10,False,0,24,nice,5,elite,3D Specs,,Banger,Croqs,,Passion Red,,Vulcan,,,4644,210.19,42,6.9,True
4565,,26,False,0,56,nice,4,elite,Beanie,,Breastplate,,,Snow White,,Vermillion,,,4707,209,42,3.3,True
4566,,36,False,0,76,rare,8,elite,Winterproof,Bandolier,Home Run,All Stars,Smokestack,Bullion,Avax Trim,Turquoisey,,,1173,377.2,55,7.88,True
4567,,19,False,0,42,rare,6,elite,Celestial Comb,Golden Pauldrons,Red T-Shirt,Sneaker Head,,Nightstalker Blue,,Plum,,,1763,329.95,55,6.3,True
4568,,40,False,0,84,rare,7,elite,Roodboi Rootie,Gwei Guzzler,Shield,Green Feet,,Snow White,Black Trim,Miami,,,1858,324.09,55,6.3,True
4569,,26,False,0,56,elite,6,legendary,Green Comb,Avax Degen,Boombox,Celestial Feet,,Frog Green,,Solana,,,653,435.1,72,24,True
4570,,31,False,0,66,nice,3,elite,Beret,,,,,Obsidian,,Vaporwave,,,4921,203.82,42,5.16,True
4571,,19,False,0,42,rare,6,legendary,Inherited Royalty,a little rag,Boombox,Green Feet,,Celestial,,Plum,,,1877,323.21,55,14,True
4572,,31,False,0,66,rare,5,legendary,Purple Comb,Bandolier,Snib Snibs,,,Passion Red,,Periwinkle,,,975,394.77,55,7.7,True
4573,,12,False,0,28,nice,5,elite,Construction Helmet,,Banjo,Red Feet,,Bullion,,Vermillion,,,4512,213.4,42,5.1,True
4574,,1,False,0,1,nice,6,elite,Sunnies,Gwei Guzzler,,Iron Claw,,Mutant Purple,Avax Trim,Venus,,,2751,274.25,42,5.1,False
4575,,20,False,0,44,nice,6,elite,Batter-Up,Coq Tags,Bone,Red Feet,,Snow White,,Royale,,,3140,256.12,42,9.45,True
4576,,31,False,0,66,rare,7,elite,OASIS,Joseph Drip,Banjo,Red Feet,,Snow White,Avax Trim,Tangerine,,,1797,328.13,55,55,True
4577,,20,False,0,44,nice,5,elite,Jell-O,,9-iron,Ball'n Chain,,Bullion,,Periwinkle,,,2504,286.13,42,5.5,True
4578,,26,False,0,56,rare,5,elite,Grandpa,,Tweed,,chikn Jockey,Frog Green,,Turquoisey,,,2095,309.23,55,13.5,True
4579,,46,False,0,96,nice,3,rare,,,,,Off Grid,Snow White,,Periwinkle,,,4716,208.83,42,8,True
4580,,28,False,0,60,rare,7,elite,Woody,Bone Necklace,Hendrix,Sneaker Head,,Snow White,Blue Trim,Turquoisey,,,2198,304.16,55,0,True
4581,,12,False,0,28,rare,3,legendary,Batter-Up,,,,,Nightstalker Blue,,Field Glitch,,,1864,323.89,55,0,True
4582,,12,False,0,28,nice,6,rare,Grandpa,Sash,Shovel,Ball'n Chain,,Snow White,,Cornhusk,,,5656,188.65,42,0,True
4583,,24,False,0,52,rare,5,elite,Mullet,,Kevlar,Green Feet,,Midnight,,Cornhusk,,,2272,299.62,55,0,True
4584,,24,False,0,52,rare,4,legendary,Robocoq,,,Golden Feet,,Mutant Purple,,Venus,,,1508,348.51,55,0,True
4585,,46,False,0,96,rare,5,legendary,Green Party Hat,Stethoscope,,Red Feet,,Frog Green,,Turquoisey,,,1573,344.31,55,0,True
4586,,46,False,0,96,rare,5,elite,,,,Golden Feet,Prawn Coqtail,Frog Green,Black Trim,Venus,,,1023,390.78,55,0,True
4587,,34,False,0,72,nice,6,elite,Gentleman's Pipe,Gwei Guzzler,Avax Banger,Ball'n Chain,,Frog Green,,Cornhusk,,,2857,268.91,42,20,True
