ID,Name,KG,For Sale,Sale Price,EGG/Day,Rarity,# Traits,Rarest Trait,Head,Neck,Torso,Feet,Tail,Body,Trim,Background,Lore,Flavour,Rank,Score,Floor Price,Last Price,Roosted
1404,,47,False,0,12.5,common,4,nice,,red bowtie,peacemaker,,,nightstalker blue,,venus,,,9482,85.04,93,75,True
1405,,47,False,0,12.5,common,5,nice,,wage slave,,green feet,nyan,gameboy,,tangerine,,,8943,95.74,93,79.9,True
1406,,43,False,0,11.5,nice,6,rare,construction helmet,purple bowtie,midas muscles,,red plumage,frognation green,,solana,,,2598,188.29,95,0,True
1407,,47,False,0,12.5,common,5,nice,savage beast,,,green feet,very fresh egg,passion red,,cornhusk,,,9079,93.37,93,79.9,True
1408,,50,False,0,13.25,common,5,Common,uniquehorn,,human growth hormones,,very fresh egg,rustic brown,,cornhusk,,,8356,104.19,93,119.9,True
1409,,47,False,0,12.5,common,5,nice,uniquehorn,hairy old man,mighty broadsword,,,rustic brown,,turquoisey,,,7553,114.23,93,0,True
1410,,47,False,0,12.5,common,5,nice,savage beast,,,green feet,liarliar,gameboy,,royale,,,7697,112.35,93,0,True
1411,,43,False,0,11.5,nice,5,elite,crusader,,nugget wand,,gas guzzler,mutant purple,,cornhusk,,,2441,192.18,95,0,True
1412,,42,False,0,11.25,rare,6,elite,top of the morning,,captain chimerica,green kicks,golden plumage,mutant purple,,vibe,,,1021,249.92,138,0,True
1413,,26,False,0,7.25,nice,4,rare,red mage,,fresh fish,,,bullion,,plum,,,4913,147.83,95,0,True
1414,,37,False,0,10,rare,6,elite,covid safe,bitcoin bling,hentai,purple feet,,rustic brown,,farm,,,1756,212.52,138,30,True
1415,,26,False,0,7.25,nice,4,rare,smoking lounge,,,blue feet,,pixel-chan,,solana,,,3871,163.29,95,4.25,True
1416,,7,True,202,2.5,rare,6,rare,charcoal brunette,red bowtie,peacemaker,black vans,,rustic brown,,solana,,,1839,209.81,138,3.5,True
1417,,37,False,0,10,rare,5,elite,,bitcoin maxi,spell wand,blue feet,,mutant purple,,cornhusk,,,1887,208.26,138,29.5,True
1418,,33,False,0,9,rare,6,elite,savage beast,mim og,old fashioned romance,,liarliar,rustic brown,,venus,,,1342,231.75,138,17,True
1419,,41,False,0,11,common,6,rare,,red bowtie,blue bag,,orange plumage,passion red,black trim,vibe,,,6220,130.27,93,0,True
1420,Sicario,43,False,0,11.5,rare,5,elite,golden crusader,avax bling,,green feet,,frognation green,,turquoisey,,,1198,239.01,138,0,True
1421,,46,False,0,12.25,nice,6,elite,,mim bling,big ol corn cob,blue kicks,orange plumage,frognation green,,cloud,,,3838,163.78,95,79.99,True
1422,,38,False,0,10.25,common,5,nice,sucker,,,green feet,,frognation green,blue trim,vermillion,,,7974,109.05,93,0,True
1423,,26,False,0,7.25,nice,5,elite,pixel cigarette,wage slave,action shorts,,,nightstalker blue,,royale,,,3073,177.61,95,4.25,True
1424,Velma Vroom,29,False,0,8,elite,7,legendary,cool dude 69,red bandana,action shorts,purple leather boots,big mama fat pipes,mutant purple,,periwinkle,,,313,329.2,145,0,True
1425,,22,False,0,6.25,elite,6,elite,icey stare,purple bowtie,nugget wand,red vans,,pixel-chan,,plum,,,238,349.44,145,24.5,True
1426,,41,False,0,11,common,5,nice,savage beast,,,red vans,liarliar,nightstalker blue,,vermillion,,,6738,123.97,93,0,True
1427,,27,False,0,7.5,common,5,elite,top of the morning,,old fashioned romance,,golden plumage,rustic brown,,vermillion,,,6138,131.53,93,0,True
1428,,22,False,0,6.25,rare,6,rare,smoking lounge,,spell wand,blue feet,led,rustic brown,,royale,,,1969,205.33,138,0,True
1429,,17,False,0,5,nice,6,rare,sucker,,big bag of cash,red feet,very fresh egg,rustic brown,,tangerine,,,3835,163.81,95,0,True
1430,,17,False,0,5,nice,6,rare,hothead,,a fresh baguette,green feet,very fresh egg,frognation green,,vermillion,,,4150,158.86,95,0,True
1431,,17,False,0,5,common,5,elite,,black bandana,,,nyan,rustic brown,blue trim,cloud,,,5813,135.65,93,0,True
1432,,17,False,0,5,common,5,rare,moustache,red bowtie,blue bag,,,bullion,,tangerine,,,5355,141.83,93,0,True
1433,,17,False,0,5,common,5,rare,lucky blue cap,red bowtie,summer days,,,frognation green,,miami,,,5598,138.57,93,0,True
1434,,54,False,0,14.25,common,4,nice,,,blue bag,blue feet,,passion red,,vermillion,,,9991,58.78,93,25,True
1435,,17,False,0,5,nice,6,elite,,mim bling,nugget wand,green feet,led,frognation green,,royale,,,3283,172.93,95,0,True
1436,,26,False,0,7.25,rare,5,elite,,red bandana,action shorts,green kicks,,frognation green,,periwinkle,,,1959,205.61,138,0,True
1437,,31,False,0,8.5,common,4,nice,lucky blue cap,,,,nyan,passion red,,royale,,,7567,114.04,93,29,True
1438,,17,False,0,5,nice,5,nice,mfd,bitcoin bling,,red feet,,mutant purple,,periwinkle,,,3432,170.44,95,0,True
1439,,29,True,300,8,elite,6,elite,,ethereum gwei guzzler,fresh fish,purple leather boots,,crystalé,black trim,cornhusk,,,373,314.54,145,30,True
1440,,45,False,0,12,common,5,rare,maverick,chicken choker,,,orange plumage,nightstalker blue,,vermillion,,,7741,111.87,93,32,True
1441,,53,False,0,14,common,5,nice,,,a fresh baguette,blue feet,led,rustic brown,,turquoisey,,,9772,76.13,93,18,True
1442,,31,False,0,8.5,rare,5,elite,blue mage,ethereum bling,captain chimerica,,,passion red,,moon,,,1300,233.9,138,29,True
1443,,47,False,0,12.5,common,5,rare,crusader,,,green feet,gas guzzler,passion red,,cornhusk,,,6113,131.93,93,3,True
1444,Hot Head,21,False,0,6,nice,6,rare,hothead,mim bling,summer days,,gas guzzler,mutant purple,,turquoisey,,,2248,196.84,95,0,True
1445,,35,False,0,9.5,nice,3,rare,all seeing eye,,,,,rustic brown,,solana,,,3730,165.41,95,21,True
1446,,46,False,0,12.25,common,5,elite,,bitcoin bling,big ol corn cob,,golden plumage,rustic brown,,tangerine,,,6321,128.92,93,28.9,True
1447,,35,False,0,9.5,common,4,rare,,,big bag of cash,red feet,,passion red,,vermillion,,,7925,109.44,93,0,True
1448,,43,False,0,11.5,common,5,rare,blue mage,,mighty broadsword,purple feet,,passion red,,miami,,,5383,141.53,93,34.69,True
1449,,33,True,250,9,nice,4,rare,goose,chicken choker,,,,nightstalker blue,,vermillion,,,4207,157.95,95,0,True
1450,,45,False,0,12,nice,5,elite,luckiest red cap,,mighty broadsword,red feet,,mutant purple,,vermillion,,,2066,202.11,95,30,True
1451,,41,False,0,11,common,5,nice,savage beast,,human growth hormones,green feet,,rustic brown,,venus,,,6817,123.01,93,0,True
1452,,24,True,114,6.75,common,5,rare,,red bowtie,spell wand,purple feet,,rustic brown,,cornhusk,,,6786,123.36,93,0,True
1453,,50,False,0,13.25,common,5,nice,,chicken choker,human growth hormones,blue feet,,rustic brown,,solana,,,8371,103.98,93,14.95,True
1454,,45,False,0,12,common,5,Common,blue mage,red bowtie,,red feet,,rustic brown,,vermillion,,,8477,102.6,93,73,True
1455,,41,False,0,11,common,5,nice,sucker,purple bowtie,,,,mutant purple,avax trim,solana,,,6840,122.7,93,0,True
1456,The Poacher,43,False,0,11.5,common,5,nice,admiral,,,black vans,,frognation green,avax trim,plum,,,5985,133.51,93,0,True
1457,,53,False,0,14,common,5,rare,construction helmet,wage slave,,blue kicks,,rustic brown,,nugget,,,5132,144.9,93,24.9,True
1458,,44,False,0,11.75,rare,5,legendary,,,old fashioned romance,swashbucklers,liarliar,celestial,,vermillion,,,1618,217.86,138,95.59,True
1459,,36,False,0,9.75,common,6,nice,gentleman's pipe,purple bowtie,blue bag,,red plumage,passion red,,periwinkle,,,6652,125.04,93,0,True
1460,,49,False,0,13,common,6,rare,,hairy old man,peacemaker,purple feet,,rustic brown,space trim,vermillion,,,5490,140.15,93,60,True
1461,,42,False,0,11.25,nice,6,elite,admiral,mim bling,,green feet,golden plumage,nightstalker blue,,periwinkle,,,3836,163.8,95,28.9,True
1462,,50,False,0,13.25,nice,5,rare,,dollar chain,captain chimerica,green kicks,,pixel-chan,,turquoisey,,,2362,193.95,95,29,True
1463,,46,False,0,12.25,common,6,nice,covid safe,purple bowtie,,blue feet,nyan,rustic brown,,turquoisey,,,8246,105.56,93,28,True
1464,Ragnacoq,20,False,0,5.75,nice,7,rare,pillager,black bandana,old fashioned romance,blue feet,,frognation green,space trim,vermillion,,,2483,191.07,95,22.5,True
1465,,20,False,0,5.75,common,4,nice,purple sweatband,,,purple feet,,nightstalker blue,,periwinkle,,,8115,107.03,93,0,True
1466,,42,False,0,11.25,common,5,rare,,wage slave,,red feet,red plumage,nightstalker blue,,vibe,,,8506,102.09,93,0,True
1467,,33,False,0,9,nice,5,rare,,purple bowtie,midas muscles,purple feet,,bullion,,vibe,,,2567,189.18,95,0,True
1468,smol coq,42,False,0,11.25,rare,7,elite,savage beast,mim bling,peacemaker,green feet,,rustic brown,cloud trim,tangerine,,,1936,206.29,138,26,True
1469,,37,False,0,10,common,5,nice,pillager,chains for days,hentai,,,passion red,,royale,,,5320,142.26,93,39,True
1470,,41,False,0,11,common,5,nice,,dollar chain,a fresh baguette,,liarliar,passion red,,vermillion,,,9458,85.54,93,0,True
1471,,26,False,0,7.25,nice,5,nice,pixel cigarette,bitcoin bling,cutlass,,,gameboy,,periwinkle,,,4591,152.37,95,4.25,True
1472,,44,False,0,11.75,common,6,nice,pixel cigarette,red bowtie,popsicle,,led,rustic brown,,periwinkle,,,5161,144.56,93,25,True
1473,,28,False,0,7.75,common,5,rare,,blue bandana,a fresh baguette,purple feet,,nightstalker blue,,cornhusk,,,7366,116.37,93,6,True
1474,,45,False,0,12,common,5,nice,,dollar chain,big ol corn cob,,led,rustic brown,,vermillion,,,9314,89.01,93,47,True
1475,,27,False,0,7.5,common,3,elite,,,summer days,,,pixel-chan,,farm,,,5044,145.98,93,0,True
1476,,27,False,0,7.5,common,5,nice,black sweatband,mim bling,human growth hormones,,,nightstalker blue,,royale,,,5817,135.61,93,0,True
1477,,27,False,0,7.5,nice,5,rare,avax safety officer,avax bling,old fashioned romance,,,pixel-chan,,royale,,,3300,172.75,95,0,True
1478,,40,False,0,10.75,common,6,rare,purple sweatband,black bandana,human growth hormones,,very fresh egg,passion red,,cornhusk,,,5445,140.67,93,32,True
1479,,45,False,0,12,common,5,nice,uniquehorn,,blue bag,red feet,,passion red,,cornhusk,,,8373,103.96,93,15.98,True
1480,,42,False,0,11.25,nice,5,rare,charcoal brunette,mim bling,,purple feet,,nightstalker blue,,vermillion,,,2995,179.29,95,2,True
1481,AverageCoq,40,False,0,10.75,common,5,nice,nerdlinger,chains for days,,,red plumage,rustic brown,,venus,,,6467,127.29,93,64.42,True
1482,,37,False,0,10,common,5,rare,,red bowtie,,green feet,golden egg,nightstalker blue,,vermillion,,,9081,93.34,93,39.95,True
1483,,2,False,0,1.25,nice,5,rare,low vision admiral,,,green feet,golden egg,mutant purple,,cornhusk,,,4215,157.86,95,2,True
1484,,29,False,0,8,rare,5,legendary,mfd,red bowtie,,,gas guzzler,celestial,,vermillion,,,1238,236.97,138,7,True
1485,,42,False,0,11.25,common,5,nice,black sweatband,,blue bag,red feet,,frognation green,,solana,,,6910,121.95,93,28,True
1486,Chillkn1,26,False,0,7.25,rare,6,elite,,mim og,summer days,blue kicks,led,gameboy,,turquoisey,,,1258,235.64,138,4,True
1487,,12,False,0,3.75,elite,5,rare,low vision admiral,ethereum gwei guzzler,midas muscles,,,pixel-chan,,venus,,,365,316.78,145,0,True
1488,,27,False,0,7.5,rare,5,rare,saint,,,red feet,,bullion,black trim,royale,,,1651,216.67,138,0,True
1489,,47,False,0,12.5,rare,6,rare,gentleman's pipe,ethereum gwei guzzler,summer days,purple feet,,mutant purple,,miami,,,1165,241.32,138,6,True
1490,,34,False,0,9.25,rare,5,elite,golden crusader,,cutlass,red feet,,mutant purple,,vermillion,,,1064,247.19,138,2,True
1491,,45,False,0,12,nice,6,rare,admiral,red bandana,summer days,,led,pixel-chan,,solana,,,3676,166.22,95,34,True
1492,,17,False,0,5,common,5,nice,pillager,hairy old man,,blue feet,,frognation green,,cornhusk,,,9502,84.62,93,13.5,True
1493,,53,False,0,14,nice,5,elite,blue mage,,action shorts,black vans,,passion red,,cornhusk,,,2707,185.39,95,29.99,True
1494,,20,False,0,5.75,nice,6,elite,purple sweatband,red bowtie,,,very fresh egg,mutant purple,blue trim,farm,,,3382,171.34,95,0,True
1495,,33,False,0,9,rare,5,rare,laser eye,bitcoin bling,,,liarliar,rustic brown,,solana,,,1876,208.7,138,0,True
1496,,43,False,0,11.5,common,4,nice,pillager,,,,,rustic brown,blue trim,cornhusk,,,9022,94.41,93,24,True
1497,,38,False,0,10.25,common,5,nice,uniquehorn,,popsicle,purple feet,,frognation green,,vermillion,,,6443,127.53,93,0,True
1498,,36,False,0,9.75,nice,5,rare,laser eye,wage slave,a fresh baguette,,,frognation green,,vermillion,,,2436,192.32,95,16.5,True
1499,,41,False,0,11,common,5,nice,crusader,,old fashioned romance,green feet,,gameboy,,cornhusk,,,5671,137.41,93,51,True
1500,,41,False,0,11,common,6,nice,moustache,,old fashioned romance,purple feet,very fresh egg,nightstalker blue,,vermillion,,,6782,123.41,93,37,True
1501,,24,False,0,6.75,nice,5,elite,,,action shorts,purple feet,golden egg,rustic brown,,plum,,,3226,174.31,95,0,True
1502,,46,False,0,12.25,legendary,5,legendary,tungsten cube,,old fashioned romance,green feet,,passion red,,vermillion,,,110,427.52,300,119.99,True
1503,,24,False,0,6.75,common,5,rare,,hairy old man,hentai,,golden egg,rustic brown,,plum,,,6720,124.26,93,0,True
1504,,44,False,0,11.75,nice,7,rare,nerdlinger,hairy old man,,red feet,liarliar,frognation green,space trim,venus,,,2295,195.63,95,0,True
1505,,36,False,0,9.75,common,6,nice,gentleman's pipe,hairy old man,blue bag,blue feet,,rustic brown,,periwinkle,,,7524,114.52,93,0,True
1506,BIG BIRD,37,True,500,10,elite,7,legendary,admiral,dollar chain,action shorts,red vans,big mama fat pipes,passion red,,moon,,,233,350.55,145,0,True
1507,,34,False,0,9.25,common,4,rare,covid safe,bitcoin bling,,,,mutant purple,,vibe,,,7278,117.37,93,32.69,True
1508,,28,False,0,7.75,nice,6,rare,crusader,red bandana,old fashioned romance,,led,rustic brown,,vermillion,,,3665,166.42,95,0,True
1509,,29,False,0,8,common,5,elite,,bitcoin bling,a fresh baguette,,golden plumage,rustic brown,,cornhusk,,,7128,119.34,93,17,True
1510,The Reggulator,43,False,0,11.5,nice,6,rare,admiral,dollar chain,,black vans,orange plumage,frognation green,,tangerine,,,4418,155.01,95,0,True
1511,,20,False,0,5.75,common,5,rare,blue mage,,a fresh baguette,green feet,,bullion,,plum,,,5346,141.88,93,0,True
1512,,24,False,0,6.75,common,5,nice,sucker,chains for days,,blue feet,,rustic brown,,solana,,,7055,120.17,93,29,True
1513,,33,False,0,9,common,5,rare,,hairy old man,human growth hormones,blue feet,,mutant purple,,miami,,,9091,93.18,93,50,True
1514,,17,False,0,5,nice,5,rare,hothead,,,red vans,golden egg,passion red,,cornhusk,,,2275,196.12,95,0,True
1515,,23,False,0,6.5,common,5,nice,nerdlinger,,old fashioned romance,,red plumage,gameboy,,plum,,,6883,122.18,93,29,True
1516,,16,False,0,4.75,common,5,Common,purple sweatband,avax bling,,green feet,,rustic brown,,plum,,,8056,107.89,93,24,True
1517,,17,False,0,5,nice,6,nice,gentleman's pipe,,hentai,green feet,nyan,gameboy,,vermillion,,,4734,150.32,95,0,True
1518,,25,False,0,7,rare,5,rare,cool dude 69,ethereum gwei guzzler,,red feet,,passion red,,royale,,,1960,205.58,138,0,True
1519,φ,57,False,0,15,common,4,nice,,,,red feet,led,mutant purple,,vermillion,"On April 20th, 2022, the Great 2kg Chikn Wall was defeated. φ, was rescued as part of this defeat and will be honored forever more.",φ (The Coq Formerly Known as LaFloor),9889,70.08,93,25,True
1520,,17,False,0,5,common,5,rare,,,old fashioned romance,purple leather boots,liarliar,rustic brown,,vermillion,,,6624,125.4,93,29,True
1521,,9,False,0,3,common,5,rare,,,big ol corn cob,red vans,gas guzzler,frognation green,,solana,,,6115,131.9,93,0,True
1522,,62,False,0,16.25,common,5,nice,deal with it,,,purple feet,red plumage,frognation green,,solana,,,6649,125.11,93,75,True
1523,,27,False,0,7.5,elite,6,elite,saint,blue bandana,,purple leather boots,liarliar,crystalé,,cornhusk,,,536,289.27,145,0,True
1524,,17,False,0,5,nice,7,nice,uniquehorn,hairy old man,,green feet,nyan,mutant purple,blue trim,royale,,,4741,150.22,95,0,True
1525,,30,False,0,8.25,common,6,nice,,bitcoin bling,hentai,purple feet,liarliar,rustic brown,,turquoisey,,,5282,142.76,93,0,True
1526,,30,False,0,8.25,common,5,nice,purple sweatband,,summer days,green feet,,nightstalker blue,,periwinkle,,,8184,106.37,93,0,True
1527,,35,False,0,9.5,rare,6,rare,crusader,,spell wand,purple feet,very fresh egg,frognation green,,vibe,,,1964,205.52,138,0,True
1528,,28,False,0,7.75,common,5,elite,,black bandana,,blue feet,golden plumage,passion red,,vermillion,,,7264,117.51,93,0,True
1529,,29,False,0,8,common,5,nice,,mim bling,,red feet,very fresh egg,frognation green,,turquoisey,,,8618,100.29,93,0,True
1530,,32,False,0,8.75,common,5,nice,,dollar chain,,purple feet,very fresh egg,nightstalker blue,,cornhusk,,,9019,94.47,93,50,True
1531,,33,False,0,9,nice,5,rare,laser eye,hairy old man,summer days,,,rustic brown,,tangerine,,,2467,191.46,95,100,True
1532,,1,False,0,1,nice,6,rare,maverick,red bowtie,summer days,rollerderby,,nightstalker blue,,royale,,,3516,168.9,95,0,False
1533,,37,False,0,10,common,5,nice,frothy crown,purple bowtie,,red feet,,rustic brown,,vermillion,,,5249,143.32,93,0,True
1534,,37,False,0,10,nice,6,rare,red mage,bitcoin bling,fresh fish,,led,pixel-chan,,cornhusk,,,4189,158.2,95,0,True
1535,,45,False,0,12,nice,5,rare,,red bowtie,,purple feet,,bullion,space trim,cornhusk,,,4159,158.76,95,0,True
1536,,33,False,0,9,nice,5,nice,avax safety officer,,a fresh baguette,,red plumage,frognation green,,solana,,,3901,162.75,95,0,True
1537,,35,False,0,9.5,common,4,rare,,chicken choker,,,,pixel-chan,black trim,royale,,,7355,116.48,93,24.99,True
1538,,33,False,0,9,nice,6,nice,avax safety officer,hairy old man,big ol corn cob,,liarliar,frognation green,,tangerine,,,3792,164.42,95,0,True
1539,,27,False,0,7.5,rare,5,rare,all seeing eye,dollar chain,popsicle,,,bullion,,turquoisey,,,1581,219.84,138,0,True
1540,,54,False,0,14.25,nice,4,elite,luckiest red cap,,,purple feet,,nightstalker blue,,vermillion,,,2669,186.41,95,19,True
1541,,27,False,0,7.5,common,4,Common,,,old fashioned romance,red feet,,mutant purple,,cornhusk,,,9866,71.66,93,0,True
1542,,52,False,0,13.75,common,5,rare,blue mage,bitcoin bling,summer days,,,passion red,,vibe,,,6025,133.03,93,29.98,True
1543,,36,True,11111,9.75,common,5,rare,,,mighty broadsword,purple feet,red plumage,rustic brown,,miami,,,7515,114.57,93,6,True
1544,,45,False,0,12,nice,6,nice,black sweatband,chains for days,,,liarliar,passion red,blue trim,solana,,,4702,150.79,95,0,True
1545,,45,False,0,12,common,5,rare,hubba bubba,,mighty broadsword,,orange plumage,frognation green,,cornhusk,,,7510,114.6,93,0,True
1546,,45,False,0,12,rare,5,elite,hamlet,,old fashioned romance,green feet,,rustic brown,,vermillion,,,993,251.44,138,0,True
1547,,55,False,0,14.5,rare,6,legendary,hubba bubba,,hentai,purple feet,big mama fat pipes,passion red,,venus,,,1898,207.82,138,0,True
1548,,33,False,0,9,common,5,nice,hubba bubba,,,purple feet,very fresh egg,rustic brown,,turquoisey,,,7506,114.61,93,1.2,True
1549,,30,False,0,8.25,common,5,nice,,red bowtie,big ol corn cob,,red plumage,rustic brown,,periwinkle,,,9503,84.6,93,22,True
1550,,49,False,0,13,nice,5,rare,cool dude 69,,,rollerderby,gas guzzler,nightstalker blue,,royale,,,4214,157.87,95,0,True
1551,,21,False,0,6,common,4,nice,,chains for days,,red feet,,passion red,,cornhusk,,,9584,82.79,93,3.8,True
1552,,35,False,0,9.5,rare,5,elite,,ethereum gwei guzzler,,,red plumage,crystalé,blue trim,cornhusk,,,1550,221.29,138,32.69,True
1553,,42,False,0,11.25,nice,4,rare,smoking lounge,,,,orange plumage,frognation green,,periwinkle,,,4676,151.08,95,26.94,True
1554,,53,False,0,14,nice,5,nice,golden blonde,chicken choker,popsicle,,,mutant purple,,turquoisey,,,3041,178.33,95,24,True
1555,,53,False,0,14,common,5,rare,moustache,black bandana,a fresh baguette,,,mutant purple,,cornhusk,,,7082,119.88,93,22,True
1556,,40,False,0,10.75,common,6,rare,sucker,blue bandana,,blue feet,red plumage,nightstalker blue,,plum,,,5092,145.35,93,22,True
1557,,46,False,0,12.25,common,3,nice,,mim bling,,,,frognation green,,vermillion,,,9002,94.78,93,29,True
1558,,24,True,154,6.75,nice,5,rare,savage beast,black bandana,hentai,,,nightstalker blue,,nugget,,,3719,165.52,95,0,True
1559,,30,False,0,8.25,nice,6,elite,,blue bandana,action shorts,red feet,orange plumage,frognation green,,cornhusk,,,2664,186.5,95,26,True
1560,,29,False,0,8,common,5,nice,covid safe,,fresh fish,,very fresh egg,frognation green,,plum,,,7550,114.24,93,11.99,True
1561,,35,False,0,9.5,common,5,rare,,,blue bag,blue feet,gas guzzler,frognation green,,cornhusk,,,9769,76.2,93,22.99,True
1562,,46,False,0,12.25,nice,5,rare,,red bandana,popsicle,red vans,,rustic brown,,venus,,,3974,161.74,95,25.68,True
1563,,37,False,0,10,common,4,rare,,,big bag of cash,,very fresh egg,nightstalker blue,,periwinkle,,,7916,109.57,93,0,True
1564,Joan of BGARK!,34,False,0,9.25,rare,7,rare,crusader,hairy old man,cutlass,green kicks,liarliar,rustic brown,,plum,,,1590,219.25,138,0,True
1565,,53,False,0,14,nice,6,rare,savage beast,blue bandana,summer days,,liarliar,mutant purple,,plum,,,4815,149.17,95,29.1,True
1566,,26,False,0,7.25,common,5,nice,savage beast,,,red vans,liarliar,passion red,,vermillion,,,6731,124.12,93,0,True
1567,,38,False,0,10.25,common,5,rare,pillager,red bowtie,,red feet,,pixel-chan,,cornhusk,,,7641,113.07,93,30,True
1568,Ethonio Alfa Rococo,37,False,0,10,common,5,legendary,,ethereum bling,human growth hormones,,big mama fat pipes,rustic brown,,vermillion,,,5904,134.6,93,28,True
1569,,21,False,0,6,common,5,nice,lucky blue cap,,popsicle,green feet,,rustic brown,,plum,,,5352,141.85,93,25,True
1570,,10,False,0,3.25,common,5,rare,nerdlinger,red bandana,,,orange plumage,rustic brown,,vermillion,,,6774,123.51,93,4.2,True
1571,Bubblicious,38,False,0,10.25,common,4,rare,hubba bubba,,,purple feet,,pixel-chan,,miami,,,6010,133.13,93,25.9,True
1572,The Dude,39,False,0,10.5,nice,5,legendary,deal with it,hairy old man,,red feet,,celestial,,plum,,,2459,191.72,95,0,True
1573,,53,False,0,14,common,5,nice,sucker,dollar chain,peacemaker,,,mutant purple,,cornhusk,,,7351,116.57,93,34,True
1574,,88,False,0,22.75,nice,5,rare,crusader,black bandana,blue bag,,,frognation green,,vibe,,,3833,163.86,95,26,True
1575,,1,False,0,1,common,4,rare,,hairy old man,,red vans,,frognation green,,vibe,,,7922,109.5,93,0,True
1576,,37,False,0,10,common,6,rare,,red bowtie,a fresh baguette,green feet,nyan,mutant purple,,nugget,,,7903,109.71,93,0,True
1577,,36,False,0,9.75,common,5,rare,construction helmet,blue bandana,,,liarliar,nightstalker blue,,vermillion,,,6464,127.31,93,0,True
1578,,21,False,0,6,common,5,rare,,,peacemaker,green feet,,nightstalker blue,blue trim,miami,,,8304,104.74,93,0,True
1579,,44,False,0,11.75,rare,6,legendary,smoking lounge,,blue bag,real feet,nyan,rustic brown,,periwinkle,,,1089,245.64,138,0,True
1580,,44,False,0,11.75,nice,4,elite,deal with it,avax bling,,,,mutant purple,,moon,,,3666,166.39,95,0,True
1581,,43,False,0,11.5,nice,6,nice,top of the morning,wage slave,mighty broadsword,blue kicks,,passion red,,periwinkle,,,4105,159.71,95,0,True
1582,,43,False,0,11.5,nice,5,legendary,,avax degen,peacemaker,,,frognation green,blue trim,cornhusk,,,2085,201.61,95,0,True
1583,,43,False,0,11.5,common,6,rare,maverick,black bandana,,,very fresh egg,rustic brown,blue trim,vermillion,,,5465,140.45,93,0,True
1584,,43,False,0,11.5,common,5,nice,construction helmet,red bowtie,mighty broadsword,,,frognation green,,venus,,,6112,131.94,93,0,True
1585,,43,False,0,11.5,nice,6,rare,top of the morning,chains for days,,rollerderby,very fresh egg,frognation green,,turquoisey,,,3172,175.5,95,0,True
1586,,43,False,0,11.5,common,4,elite,,,blue bag,blue feet,,mutant purple,,cloud,,,9025,94.37,93,0,True
1587,,43,False,0,11.5,nice,5,rare,savage beast,,big bag of cash,,golden egg,passion red,,vermillion,,,4173,158.39,95,0,True
1588,,43,False,0,11.5,nice,6,rare,blue mage,bitcoin bling,,red feet,,frognation green,blue trim,vibe,,,4014,161.07,95,0,True
1589,,43,False,0,11.5,common,6,rare,pillager,hairy old man,summer days,,nyan,pixel-chan,,plum,,,6306,129.04,93,0,True
1590,,43,False,0,11.5,rare,5,elite,,mim og,action shorts,,very fresh egg,rustic brown,,cornhusk,,,1245,236.36,138,0,True
1591,,42,False,0,11.25,rare,7,rare,frothy crown,chains for days,fresh fish,purple feet,,rustic brown,black trim,cornhusk,,,1188,240,138,0,True
1592,Goose,42,False,0,11.25,common,5,rare,pillager,,,purple feet,golden egg,nightstalker blue,,turquoisey,,,5868,134.95,93,0,True
1593,,42,False,0,11.25,rare,6,rare,hothead,ethereum bling,popsicle,red feet,,nightstalker blue,,plum,,,1965,205.46,138,0,True
1594,,42,False,0,11.25,nice,5,rare,admiral,blue bandana,big bag of cash,,,mutant purple,,cornhusk,,,4007,161.27,95,0,True
1595,,42,False,0,11.25,common,4,nice,,,popsicle,,nyan,rustic brown,,cornhusk,,,9684,79.43,93,0,True
1596,,26,False,0,7.25,common,4,nice,red mage,,,blue feet,,frognation green,,plum,,,9071,93.47,93,13,True
1597,,32,False,0,8.75,nice,6,rare,black sweatband,mim bling,summer days,,nyan,mutant purple,,vibe,,,4857,148.58,95,8.5,True
1598,,30,False,0,8.25,common,4,elite,,red bowtie,action shorts,,,passion red,,periwinkle,,,5779,136.06,93,38,True
1599,The Fishmonger,43,False,0,11.5,common,5,nice,,chicken choker,fresh fish,red feet,,frognation green,,periwinkle,,,7753,111.73,93,0,True
1600,,42,False,0,11.25,common,6,nice,pixel cigarette,,human growth hormones,purple feet,led,passion red,,vermillion,,,5361,141.78,93,25,True
1601,,41,False,0,11,rare,4,elite,,bitcoin maxi,hentai,,,rustic brown,,vibe,,,1860,209.22,138,50,True
1602,,39,False,0,10.5,elite,6,elite,luckiest red cap,ethereum gwei guzzler,,black vans,led,mutant purple,,cornhusk,,,361,317.65,145,38,True
1603,Beer,22,False,0,6.25,rare,7,elite,black sweatband,mim bling,,green feet,nyan,gameboy,cloud trim,turquoisey,,,1732,213.49,138,33.8,True
1604,,15,False,0,4.5,common,4,rare,uniquehorn,red bandana,,,,gameboy,,periwinkle,,,6030,132.96,93,0,True
1605,The Eggsterminator,43,False,0,11.5,common,6,nice,,chicken choker,human growth hormones,purple feet,liarliar,passion red,,plum,,,6392,128.15,93,0,True
1606,El Pollo Loco,23,False,0,6.5,common,4,nice,,avax bling,peacemaker,,,mutant purple,,solana,,,9184,91.23,93,0,True
1607,,23,False,0,6.5,nice,5,rare,goose,mim bling,,,,nightstalker blue,avax trim,vermillion,,,2885,181.5,95,0,True
