ID,Name,Rarity,Rarest Tile,For Sale,Sale Price,Last Price,Bigness,Size,Fertility,Multiplier,Score,Avg/Tile,Dark Matter,Avaxium,Gold,Mana,Tungsten,Mech,Liquidium,Veg,Lumber,Stone,pyramid_Annuit,pyramid_Avax,BoneDaddy,Goldmine,ChiknMountain,Excalibur,Meteor,Tungsten,Ruin,Red_Windmill,Golf,Graveyard,HelicopterPad,Mountain_Crystal,BigHole,Old_Windmill,Water,SmallFarm_Wheat_Fence,Mountain,Pond_Circle,Pond_Corner,Corn,SmallFarm_Corn,SmallFarm_Corn_Fence,SmallFarm_Cabbage,SmallFarm_Cabbage_Fence,SmallFarm_Empty,Grass_Mushrooms,SmallFarm_Wheat,Wheat,Woods,Roqs,CoqRoqs,Tasty Feed,Orchard,Hills,Meadow,Grass_Trees,Grass_Full,Grass_Thin
2157,,,,False,0,0,humble,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2158,,,Nice,False,0,0,humble,15,0,4,69.75,17.4375,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
2159,,,Common,False,0,0,humble,10,3009,4.5,48.28,16.093333333333334,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2160,,,Common,False,0,2.55,humble,5,0,4,37.510000000000005,18.755000000000003,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2161,,,Rare,False,0,0,big,21,1372.1022658444444,4.25,177.35000000000002,35.470000000000006,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
2162,,,Nice,False,0,4.9,humble,8,0,4,49.699999999999996,24.849999999999998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2163,,,Legendary,False,0,5,massive,81,16350,5.75,621.1,36.53529411764706,0,0,1,3,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,2,1,4,1,2
2164,,,Elite,False,0,5.55,vast,58,7207.919399222223,5,426.5299999999999,35.54416666666666,0,0,0,1,0,2,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,1,1,0,0,1,2
2165,,,Nice,False,0,6.13,big,28,0,4,99.4,16.566666666666666,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2
2166,,,Nice,False,0,0,vast,44,4942,4.75,210.01999999999998,23.335555555555555,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,2,0,1,1,0,1
2167,,,Rare,False,0,0,vast,36,0,4,164.42999999999998,20.553749999999997,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3
2168,,,Rare,False,0,21,big,23,0,4,155.22,31.044,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2169,,,Common,False,0,0,humble,9,0,4,29.82,14.91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2170,,,Rare,False,0,24.7,humble,13,0,4,124.00999999999999,41.336666666666666,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2171,,,,False,0,0,humble,1,100,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2172,,,Common,True,40,0,humble,3,0,4,23.58,23.58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2173,,,Rare,False,0,0,humble,12,0,4,129.72,43.24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2174,,,,False,0,0,humble,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,,,Elite,False,0,0,humble,15,0,4,330.45,82.6125,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2176,,,Elite,False,0,20,vast,36,0,4,250.09999999999997,31.262499999999996,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2
2177,,,Nice,False,0,4.99,big,20,0,4,133.12,26.624000000000002,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
2178,,,Rare,False,0,0,vast,45,7207.000199074074,5,280.28,28.028,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,2,1
2179,,,Common,False,0,0,humble,10,0,4,57.209999999999994,19.069999999999997,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2180,,,,False,0,0,humble,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2181,,,Legendary,False,0,15.5,vast,40,20312.211779481484,6,450.4699999999999,50.05222222222221,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,3,1
2182,,,Elite,False,0,27.5,vast,63,0,4,630.1,48.46923076923077,0,0,1,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,2,2
2183,,,Nice,True,35,0,humble,10,0,4,70.37,23.456666666666667,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2184,,,Rare,False,0,0,big,25,0,4,270.57,45.095,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
2185,,,Nice,False,0,5.2,big,20,3035.690196085185,4.5,121.05000000000001,24.21,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
2186,,,Legendary,False,0,0,big,30,0,4,499.34999999999997,71.33571428571427,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0
2187,,,Nice,False,0,6.99,humble,4,0,4,33.62,33.62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,,,Elite,False,0,25,big,23,0,4,350.82,70.164,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
2189,,,Rare,False,0,9,big,24,0,4,123.82999999999998,24.766,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2190,,,Rare,False,0,0,big,16,97.20314814814814,4,137.57999999999998,34.394999999999996,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2191,,,Common,False,0,4,big,16,30.079768518518517,4,68.47,17.1175,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
2192,Giza Labs,Superb,Legendary,False,0,0,infinite,121,30782.199426375628,6.5,1622.1900000000005,67.59125000000002,1,1,0,2,0,1,2,6,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,1,1,1,2,2,0,0,0,0,2,2,0,4,1
2193,,,Common,False,0,5.1,humble,10,0,4,32.74,10.913333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
2194,,,Nice,False,0,4,vast,36,0,4,176.17,22.02125,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0
2195,,,Rare,False,0,9,big,29,993.7402555222222,4,240.26999999999998,40.044999999999995,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0
2196,,,Elite,False,0,0,big,20,3009.3489771222144,4.5,251.38,50.275999999999996,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2197,,,Rare,False,0,0,big,20,0,4,173.37,34.674,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2198,,,Common,False,0,0,humble,3,9,4,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2199,Cornerstone,Wholesome,Legendary,True,900,0,infinite,125,75053.75997801164,8,745.66,31.069166666666664,0,0,0,0,1,1,1,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,2,0,0,0,5,2,1,5,2
2200,,,Rare,False,0,5.36,big,16,165.74064814814815,4,146.44,36.61,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2201,,,Rare,True,39,4.1,big,25,0,4,141.89999999999998,23.649999999999995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
2202,,,Legendary,False,0,8.25,big,35,48961,7.25,630.08,78.76,0,0,0,1,2,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
2203,,,Rare,False,0,25,humble,10,0,4,111.11,37.03666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2204,,,Nice,False,0,4.98,humble,2,0,4,33.41,33.41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2205,,,Nice,False,0,0,humble,5,0,4,41.480000000000004,20.740000000000002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2206,,,Rare,False,0,0,big,20,0,4,227.24999999999997,45.449999999999996,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2207,,,Nice,False,0,4.9,humble,15,0,4,99.34,24.835,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
2208,,,Nice,True,26,5.58,humble,10,0,4,62.11,20.703333333333333,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2209,,,Common,False,0,0,humble,2,0,4,16.82,16.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2210,,,Nice,False,0,0,humble,3,0,4,33.62,33.62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,,,Elite,False,0,0,humble,15,0,4,253.66,63.415,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2212,,,Elite,False,0,3.5,vast,45,7207.726087962963,5,310.84,31.083999999999996,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,1
2213,,,Nice,False,0,9,big,20,0,4,108.12,21.624000000000002,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0
2214,,,Rare,False,0,5.5,vast,40,3009,4.5,191.43999999999997,21.271111111111107,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,0
2215,,,Elite,False,0,0,vast,36,0,4,319.21,39.90125,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0
2216,,,Nice,False,0,3.95,humble,15,849.3529166666667,4,80.42,20.105,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2217,,,Common,False,0,0,humble,11,0,4,27.740000000000002,9.246666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2218,,,Elite,False,0,6.5,humble,15,0,4,210.47,52.6175,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2219,,,Rare,False,0,0,vast,40,0,4,211.42,23.49111111111111,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,2,1,1
2220,,,Nice,True,55,21,big,35,0,4,158.04999999999998,19.756249999999998,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2,1
2221,,,Elite,False,0,18,big,35,1372,4.25,550.0400000000001,68.75500000000001,0,0,0,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0
2222,Stonehenge,,Elite,True,100,0,vast,45,12872,5.5,309.22,30.922000000000004,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,2,0,2
2223,,,Nice,False,0,0,humble,10,0,4,63.629999999999995,21.209999999999997,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2224,,,Rare,False,0,0,big,30,4942.259739028202,4.75,274.33000000000004,39.190000000000005,0,0,0,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0
2225,,,Rare,False,0,3.7,vast,36,0,4,270.64,33.83,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1
2226,,,Nice,True,24.75,25,humble,15,0,4,94.38,23.595,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2227,The Hen Hilton,Wholesome,Elite,False,0,0,infinite,120,817028.2460013065,14.25,865.6399999999999,36.06833333333333,0,0,0,2,0,1,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,0,0,1,2,1,1,0,1,0,1,4,2,0,3,2
2228,,,Rare,False,0,18.88,big,30,0,4,161.7,23.099999999999998,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0
2229,,,Elite,False,0,0,big,35,0,4,308.84,38.605,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,1
2230,,,Elite,False,0,0,big,35,0,4,320.5,40.0625,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,1
2231,,,Nice,False,0,5.5,big,24,2697.614645015461,4.25,103.21999999999998,20.644,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0
2232,,,Nice,False,0,0,big,20,0,4,96.33,19.266,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
2233,,,Legendary,True,180,11.75,vast,58,0,4,602.3100000000002,50.19250000000002,0,0,0,0,2,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,2,0,1,0,1,1,0,1
2234,,,Nice,False,0,4.33,big,21,323.06925925925924,4,104.21999999999998,20.843999999999998,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1
2235,,,Rare,False,0,0,big,31,0,4,235.57999999999996,33.654285714285706,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0
2236,,,Rare,False,0,0,big,27,0,4,149.65,24.941666666666666,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2
2237,,,Elite,False,0,0,vast,60,0,4,410.72999999999996,31.59461538461538,0,0,0,1,0,2,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,1,1,3,0,2,0
2238,,,Nice,False,0,4,humble,7,0,4,46.79,23.395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2239,,,Elite,False,0,20,vast,45,0,4,464.80999999999995,46.480999999999995,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,2
2240,,,Rare,False,0,3.88,big,25,0,4,149.45999999999998,24.909999999999997,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1
2241,Old McNally's Factory Farm,Lush,Legendary,False,0,39,infinite,120,123144.00028562963,9,982.5600000000004,40.94000000000002,0,0,1,1,0,1,0,6,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,0,0,2,1,0,0,1,3,2,0,4,2
2242,,,Legendary,False,0,3.1,vast,62,0,4,515.22,39.63230769230769,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,2,1,3
2243,Boktopia,Bountiful,Legendary,False,0,0,infinite,122,75000.35599093468,8,1352.0400000000004,56.335000000000015,0,2,1,2,2,0,1,5,5,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,1,1,3,1,0,0,0,1,1,2,2,2
2244,,Wholesome,Rare,False,0,0,infinite,120,75000.00039814814,8,793.4200000000003,33.05916666666668,0,0,0,0,0,0,2,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,1,2,1,1,1,0,3,2,1,2,1,3
2245,Lazy Coq Ranch,Wholesome,Elite,False,0,0,infinite,120,41895.9997629475,7,686.2600000000002,28.594166666666677,0,0,0,0,0,2,2,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,1,2,0,1,0,3,0,2,1,4,5
2246,,,Nice,False,0,0,big,18,3009.9998987552285,4.5,81.6,20.4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2247,,,Common,False,0,0,humble,5,0,4,20.43,10.215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2248,,,Rare,False,0,0,humble,10,100,4,118.65,39.550000000000004,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2249,,,Nice,False,0,2,humble,10,0,4,52.68,17.56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2250,,,Rare,False,0,0,humble,13,0,4,110.11999999999999,36.70666666666666,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2251,Shady Acres,,Nice,False,0,0,vast,46,20312.0000365941,6,189.07,18.907,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,1,2
2252,,,Nice,False,0,3.8,big,25,3009.099980852182,4.5,130.62,21.77,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0
2253,,,Elite,False,0,0,big,16,313.2757416703704,4,229.26000000000002,57.315000000000005,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
